id,anio,mes_num,mes,sitio_turistico,temporada,festividad,tiene_festividad,nacionalidad,num_visitantes,temperatura_promedio_c,precipitacion_mm,satisfaccion_1_5,gasto_promedio_soles,tipo_transporte
48,2019,2,Febrero,Islas Uros,Alta,Fiesta de la Candelaria,1,Otro,213,8.4,124.3,3.2,77.53,Lancha turística
49,2019,2,Febrero,Isla Taquile,Alta,Fiesta de la Candelaria,1,Peruano,667,8.4,124.3,3.9,33.54,Tour organizado
50,2019,2,Febrero,Isla Taquile,Alta,Fiesta de la Candelaria,1,Estadounidense,378,8.4,124.3,3.7,122.92,Lancha turística
51,2019,2,Febrero,Isla Taquile,Alta,Fiesta de la Candelaria,1,Europeo,670,8.4,124.3,3.9,133.01,Lancha turística
52,2019,2,Febrero,Isla Taquile,Alta,Fiesta de la Candelaria,1,Asiático,217,8.4,124.3,3.5,115.79,Lancha turística
53,2019,2,Febrero,Isla Taquile,Alta,Fiesta de la Candelaria,1,Latinoamericano,195,8.4,124.3,3.0,60.73,Lancha turística
54,2019,2,Febrero,Isla Taquile,Alta,Fiesta de la Candelaria,1,Otro,103,8.4,124.3,3.7,91.06,Tour organizado
55,2019,2,Febrero,Cutimbo,Alta,Fiesta de la Candelaria,1,Peruano,357,8.4,124.3,2.9,37.38,Tour organizado
56,2019,2,Febrero,Cutimbo,Alta,Fiesta de la Candelaria,1,Estadounidense,80,8.4,124.3,3.2,137.85,Tour organizado
57,2019,2,Febrero,Cutimbo,Alta,Fiesta de la Candelaria,1,Europeo,80,8.4,124.3,3.2,137.68,Transporte propio
58,2019,2,Febrero,Cutimbo,Alta,Fiesta de la Candelaria,1,Asiático,26,8.4,124.3,3.2,115.03,Tour organizado
59,2019,2,Febrero,Cutimbo,Alta,Fiesta de la Candelaria,1,Latinoamericano,54,8.4,124.3,3.4,54.67,Tour organizado
60,2019,2,Febrero,Cutimbo,Alta,Fiesta de la Candelaria,1,Otro,38,8.4,124.3,3.3,83.79,Tour organizado
61,2019,2,Febrero,Pukara,Alta,Fiesta de la Candelaria,1,Peruano,458,8.4,124.3,3.3,45.62,Transporte propio
62,2019,2,Febrero,Pukara,Alta,Fiesta de la Candelaria,1,Estadounidense,91,8.4,124.3,3.4,101.19,Transporte público
63,2019,2,Febrero,Pukara,Alta,Fiesta de la Candelaria,1,Europeo,110,8.4,124.3,3.3,107.18,Tour organizado
64,2019,2,Febrero,Pukara,Alta,Fiesta de la Candelaria,1,Asiático,34,8.4,124.3,3.3,98.59,Tour organizado
65,2019,2,Febrero,Pukara,Alta,Fiesta de la Candelaria,1,Latinoamericano,57,8.4,124.3,2.9,55.84,Transporte propio
66,2019,2,Febrero,Pukara,Alta,Fiesta de la Candelaria,1,Otro,49,8.4,124.3,3.6,73.74,Transporte propio
67,2019,2,Febrero,Aramu Muru,Alta,Fiesta de la Candelaria,1,Peruano,171,8.4,124.3,3.0,58.06,Tour organizado
68,2019,2,Febrero,Aramu Muru,Alta,Fiesta de la Candelaria,1,Estadounidense,39,8.4,124.3,3.3,151.09,Tour organizado
69,2019,2,Febrero,Aramu Muru,Alta,Fiesta de la Candelaria,1,Europeo,53,8.4,124.3,2.8,84.62,Tour organizado
70,2019,2,Febrero,Aramu Muru,Alta,Fiesta de la Candelaria,1,Asiático,16,8.4,124.3,2.9,82.56,Transporte propio
71,2019,2,Febrero,Aramu Muru,Alta,Fiesta de la Candelaria,1,Latinoamericano,26,8.4,124.3,2.9,70.24,Transporte propio
72,2019,2,Febrero,Aramu Muru,Alta,Fiesta de la Candelaria,1,Otro,15,8.4,124.3,3.0,99.59,Tour organizado
73,2019,3,Marzo,Sillustani,Media,Ninguna,0,Peruano,209,6.8,106.9,4.0,48.7,Tour organizado
74,2019,3,Marzo,Sillustani,Media,Ninguna,0,Estadounidense,116,6.8,106.9,3.6,134.81,Transporte público
75,2019,3,Marzo,Sillustani,Media,Ninguna,0,Europeo,131,6.8,106.9,3.3,135.29,Tour organizado
76,2019,3,Marzo,Sillustani,Media,Ninguna,0,Asiático,60,6.8,106.9,4.0,99.7,Tour organizado
77,2019,3,Marzo,Sillustani,Media,Ninguna,0,Latinoamericano,87,6.8,106.9,3.2,59.72,Tour organizado
78,2019,3,Marzo,Sillustani,Media,Ninguna,0,Otro,43,6.8,106.9,3.4,67.98,Tour organizado
79,2019,3,Marzo,Islas Uros,Media,Ninguna,0,Peruano,734,6.8,106.9,4.1,57.79,Tour organizado
80,2019,3,Marzo,Islas Uros,Media,Ninguna,0,Estadounidense,411,6.8,106.9,4.1,146.25,Lancha turística
81,2019,3,Marzo,Islas Uros,Media,Ninguna,0,Europeo,688,6.8,106.9,3.2,125.61,Lancha turística
82,2019,3,Marzo,Islas Uros,Media,Ninguna,0,Asiático,265,6.8,106.9,3.6,104.68,Tour organizado
83,2019,3,Marzo,Islas Uros,Media,Ninguna,0,Latinoamericano,268,6.8,106.9,3.5,76.21,Lancha turística
84,2019,3,Marzo,Islas Uros,Media,Ninguna,0,Otro,113,6.8,106.9,3.2,78.59,Lancha turística
85,2019,3,Marzo,Isla Taquile,Media,Ninguna,0,Peruano,387,6.8,106.9,3.5,52.97,Lancha turística
86,2019,3,Marzo,Isla Taquile,Media,Ninguna,0,Estadounidense,233,6.8,106.9,3.9,112.69,Lancha turística
87,2019,3,Marzo,Isla Taquile,Media,Ninguna,0,Europeo,376,6.8,106.9,4.2,95.42,Tour organizado
88,2019,3,Marzo,Isla Taquile,Media,Ninguna,0,Asiático,131,6.8,106.9,3.9,114.59,Lancha turística
89,2019,3,Marzo,Isla Taquile,Media,Ninguna,0,Latinoamericano,154,6.8,106.9,3.3,83.35,Lancha turística
90,2019,3,Marzo,Isla Taquile,Media,Ninguna,0,Otro,67,6.8,106.9,4.2,57.84,Tour organizado
91,2019,3,Marzo,Cutimbo,Media,Ninguna,0,Peruano,176,6.8,106.9,3.2,47.87,Tour organizado
92,2019,3,Marzo,Cutimbo,Media,Ninguna,0,Estadounidense,33,6.8,106.9,3.5,102.34,Transporte público
93,2019,3,Marzo,Cutimbo,Media,Ninguna,0,Europeo,35,6.8,106.9,3.8,112.54,Transporte propio
94,2019,3,Marzo,Cutimbo,Media,Ninguna,0,Asiático,13,6.8,106.9,3.0,104.36,Transporte propio
95,2019,3,Marzo,Cutimbo,Media,Ninguna,0,Latinoamericano,24,6.8,106.9,3.6,50.36,Transporte propio
96,2019,3,Marzo,Cutimbo,Media,Ninguna,0,Otro,14,6.8,106.9,3.6,71.66,Transporte propio
97,2019,3,Marzo,Pukara,Media,Ninguna,0,Peruano,195,6.8,106.9,3.6,41.74,Transporte propio
98,2019,3,Marzo,Pukara,Media,Ninguna,0,Estadounidense,50,6.8,106.9,3.2,123.45,Tour organizado
99,2019,3,Marzo,Pukara,Media,Ninguna,0,Europeo,56,6.8,106.9,3.1,128.86,Transporte propio
100,2019,3,Marzo,Pukara,Media,Ninguna,0,Asiático,20,6.8,106.9,3.3,78.68,Transporte público
101,2019,3,Marzo,Pukara,Media,Ninguna,0,Latinoamericano,36,6.8,106.9,3.9,74.2,Tour organizado
102,2019,3,Marzo,Pukara,Media,Ninguna,0,Otro,18,6.8,106.9,3.6,85.72,Tour organizado
103,2019,3,Marzo,Aramu Muru,Media,Ninguna,0,Peruano,99,6.8,106.9,3.6,37.57,Transporte propio
104,2019,3,Marzo,Aramu Muru,Media,Ninguna,0,Estadounidense,16,6.8,106.9,2.9,154.84,Tour organizado
105,2019,3,Marzo,Aramu Muru,Media,Ninguna,0,Europeo,24,6.8,106.9,3.8,114.99,Transporte público
106,2019,3,Marzo,Aramu Muru,Media,Ninguna,0,Asiático,8,6.8,106.9,3.1,103.9,Tour organizado
107,2019,3,Marzo,Aramu Muru,Media,Ninguna,0,Latinoamericano,15,6.8,106.9,3.8,80.03,Transporte público
108,2019,3,Marzo,Aramu Muru,Media,Ninguna,0,Otro,7,6.8,106.9,3.7,89.4,Transporte público
109,2019,4,Abril,Sillustani,Media,Semana Santa,1,Peruano,394,5.2,35.0,4.3,49.52,Transporte público
110,2019,4,Abril,Sillustani,Media,Semana Santa,1,Estadounidense,214,5.2,35.0,4.5,148.18,Transporte público
111,2019,4,Abril,Sillustani,Media,Semana Santa,1,Europeo,284,5.2,35.0,4.4,105.16,Transporte público
112,2019,4,Abril,Sillustani,Media,Semana Santa,1,Asiático,89,5.2,35.0,3.7,115.61,Transporte propio
113,2019,4,Abril,Sillustani,Media,Semana Santa,1,Latinoamericano,124,5.2,35.0,3.7,70.37,Transporte público
114,2019,4,Abril,Sillustani,Media,Semana Santa,1,Otro,57,5.2,35.0,3.7,77.11,Tour organizado
115,2019,4,Abril,Islas Uros,Media,Semana Santa,1,Peruano,838,5.2,35.0,4.4,33.68,Lancha turística
116,2019,4,Abril,Islas Uros,Media,Semana Santa,1,Estadounidense,533,5.2,35.0,4.2,134.86,Lancha turística
117,2019,4,Abril,Islas Uros,Media,Semana Santa,1,Europeo,722,5.2,35.0,3.8,107.75,Lancha turística
118,2019,4,Abril,Islas Uros,Media,Semana Santa,1,Asiático,264,5.2,35.0,3.9,118.08,Tour organizado
119,2019,4,Abril,Islas Uros,Media,Semana Santa,1,Latinoamericano,352,5.2,35.0,3.5,79.85,Tour organizado
120,2019,4,Abril,Islas Uros,Media,Semana Santa,1,Otro,142,5.2,35.0,3.5,72.88,Lancha turística
121,2019,4,Abril,Isla Taquile,Media,Semana Santa,1,Peruano,611,5.2,35.0,3.9,51.68,Tour organizado
122,2019,4,Abril,Isla Taquile,Media,Semana Santa,1,Estadounidense,386,5.2,35.0,4.4,119.15,Lancha turística
123,2019,4,Abril,Isla Taquile,Media,Semana Santa,1,Europeo,420,5.2,35.0,3.5,99.18,Tour organizado
124,2019,4,Abril,Isla Taquile,Media,Semana Santa,1,Asiático,193,5.2,35.0,4.2,114.41,Lancha turística
125,2019,4,Abril,Isla Taquile,Media,Semana Santa,1,Latinoamericano,205,5.2,35.0,4.0,80.87,Tour organizado
126,2019,4,Abril,Isla Taquile,Media,Semana Santa,1,Otro,88,5.2,35.0,3.5,86.85,Lancha turística
127,2019,4,Abril,Cutimbo,Media,Semana Santa,1,Peruano,207,5.2,35.0,3.5,40.34,Transporte público
128,2019,4,Abril,Cutimbo,Media,Semana Santa,1,Estadounidense,48,5.2,35.0,4.0,111.3,Transporte público
129,2019,4,Abril,Cutimbo,Media,Semana Santa,1,Europeo,58,5.2,35.0,3.3,78.28,Tour organizado
130,2019,4,Abril,Cutimbo,Media,Semana Santa,1,Asiático,25,5.2,35.0,3.5,103.56,Tour organizado
131,2019,4,Abril,Cutimbo,Media,Semana Santa,1,Latinoamericano,38,5.2,35.0,4.1,53.28,Tour organizado
132,2019,4,Abril,Cutimbo,Media,Semana Santa,1,Otro,22,5.2,35.0,3.4,78.73,Tour organizado
133,2019,4,Abril,Pukara,Media,Semana Santa,1,Peruano,258,5.2,35.0,3.9,52.21,Transporte propio
134,2019,4,Abril,Pukara,Media,Semana Santa,1,Estadounidense,66,5.2,35.0,4.2,135.72,Transporte propio
135,2019,4,Abril,Pukara,Media,Semana Santa,1,Europeo,94,5.2,35.0,3.3,78.69,Transporte propio
136,2019,4,Abril,Pukara,Media,Semana Santa,1,Asiático,27,5.2,35.0,4.1,87.89,Transporte propio
137,2019,4,Abril,Pukara,Media,Semana Santa,1,Latinoamericano,35,5.2,35.0,3.9,69.96,Tour organizado
138,2019,4,Abril,Pukara,Media,Semana Santa,1,Otro,28,5.2,35.0,3.5,88.84,Tour organizado
139,2019,4,Abril,Aramu Muru,Media,Semana Santa,1,Peruano,119,5.2,35.0,3.2,45.88,Transporte propio
140,2019,4,Abril,Aramu Muru,Media,Semana Santa,1,Estadounidense,21,5.2,35.0,3.8,84.91,Transporte público
141,2019,4,Abril,Aramu Muru,Media,Semana Santa,1,Europeo,35,5.2,35.0,3.3,140.41,Transporte público
142,2019,4,Abril,Aramu Muru,Media,Semana Santa,1,Asiático,11,5.2,35.0,3.6,108.33,Transporte propio
143,2019,4,Abril,Aramu Muru,Media,Semana Santa,1,Latinoamericano,17,5.2,35.0,4.1,75.71,Transporte público
144,2019,4,Abril,Aramu Muru,Media,Semana Santa,1,Otro,10,5.2,35.0,3.9,68.88,Transporte propio
145,2019,5,Mayo,Sillustani,Baja,Ninguna,0,Peruano,167,4.5,0,4.0,47.98,Transporte propio
146,2019,5,Mayo,Sillustani,Baja,Ninguna,0,Estadounidense,89,4.5,0,4.0,107.4,Transporte propio
147,2019,5,Mayo,Sillustani,Baja,Ninguna,0,Europeo,103,4.5,0,4.3,99.46,Transporte público
148,2019,5,Mayo,Sillustani,Baja,Ninguna,0,Asiático,46,4.5,0,3.8,67.08,Tour organizado
149,2019,5,Mayo,Sillustani,Baja,Ninguna,0,Latinoamericano,53,4.5,0,4.2,64.55,Tour organizado
150,2019,5,Mayo,Sillustani,Baja,Ninguna,0,Otro,28,4.5,0,4.1,79.56,Tour organizado
151,2019,5,Mayo,Islas Uros,Baja,Ninguna,0,Peruano,350,4.5,0,4.2,39.77,Tour organizado
152,2019,5,Mayo,Islas Uros,Baja,Ninguna,0,Estadounidense,249,4.5,0,4.1,108.75,Tour organizado
153,2019,5,Mayo,Islas Uros,Baja,Ninguna,0,Europeo,335,4.5,0,3.9,106.95,Lancha turística
154,2019,5,Mayo,Islas Uros,Baja,Ninguna,0,Asiático,118,4.5,0,3.6,77.48,Lancha turística
155,2019,5,Mayo,Islas Uros,Baja,Ninguna,0,Latinoamericano,144,4.5,0,4.5,72.42,Lancha turística
156,2019,5,Mayo,Islas Uros,Baja,Ninguna,0,Otro,58,4.5,0,4.0,90.78,Tour organizado
157,2019,5,Mayo,Isla Taquile,Baja,Ninguna,0,Peruano,264,4.5,0,4.3,39.5,Lancha turística
158,2019,5,Mayo,Isla Taquile,Baja,Ninguna,0,Estadounidense,129,4.5,0,3.5,122.46,Lancha turística
159,2019,5,Mayo,Isla Taquile,Baja,Ninguna,0,Europeo,151,4.5,0,3.6,96.28,Lancha turística
160,2019,5,Mayo,Isla Taquile,Baja,Ninguna,0,Asiático,78,4.5,0,4.3,72.35,Lancha turística
161,2019,5,Mayo,Isla Taquile,Baja,Ninguna,0,Latinoamericano,76,4.5,0,4.0,62.68,Lancha turística
162,2019,5,Mayo,Isla Taquile,Baja,Ninguna,0,Otro,43,4.5,0,3.8,97.36,Lancha turística
163,2019,5,Mayo,Cutimbo,Baja,Ninguna,0,Peruano,104,4.5,0,3.3,48.5,Tour organizado
164,2019,5,Mayo,Cutimbo,Baja,Ninguna,0,Estadounidense,20,4.5,0,4.0,152.34,Tour organizado
165,2019,5,Mayo,Cutimbo,Baja,Ninguna,0,Europeo,35,4.5,0,3.3,127.45,Transporte propio
166,2019,5,Mayo,Cutimbo,Baja,Ninguna,0,Asiático,10,4.5,0,3.6,118.28,Transporte propio
167,2019,5,Mayo,Cutimbo,Baja,Ninguna,0,Latinoamericano,18,4.5,0,4.2,57.41,Tour organizado
168,2019,5,Mayo,Cutimbo,Baja,Ninguna,0,Otro,10,4.5,0,3.9,101.48,Transporte propio
169,2019,5,Mayo,Pukara,Baja,Ninguna,0,Peruano,124,4.5,0,3.3,37.98,Tour organizado
170,2019,5,Mayo,Pukara,Baja,Ninguna,0,Estadounidense,25,4.5,0,3.6,133.63,Transporte público
171,2019,5,Mayo,Pukara,Baja,Ninguna,0,Europeo,34,4.5,0,3.4,123.66,Transporte público
172,2019,5,Mayo,Pukara,Baja,Ninguna,0,Asiático,10,4.5,0,3.4,81.58,Transporte propio
173,2019,5,Mayo,Pukara,Baja,Ninguna,0,Latinoamericano,19,4.5,0,3.7,70.76,Transporte propio
174,2019,5,Mayo,Pukara,Baja,Ninguna,0,Otro,14,4.5,0,3.3,63.96,Transporte propio
175,2019,5,Mayo,Aramu Muru,Baja,Ninguna,0,Peruano,57,4.5,0,4.1,43.36,Transporte público
176,2019,5,Mayo,Aramu Muru,Baja,Ninguna,0,Estadounidense,11,4.5,0,3.9,151.87,Transporte público
177,2019,5,Mayo,Aramu Muru,Baja,Ninguna,0,Europeo,13,4.5,0,3.8,135.7,Transporte propio
178,2019,5,Mayo,Aramu Muru,Baja,Ninguna,0,Asiático,4,4.5,0,3.2,79.55,Tour organizado
179,2019,5,Mayo,Aramu Muru,Baja,Ninguna,0,Latinoamericano,8,4.5,0,3.9,56.01,Tour organizado
180,2019,5,Mayo,Aramu Muru,Baja,Ninguna,0,Otro,5,4.5,0,3.4,80.91,Transporte público
181,2019,6,Junio,Sillustani,Baja,Inti Raymi,1,Peruano,235,2.7,0,4.0,33.96,Tour organizado
182,2019,6,Junio,Sillustani,Baja,Inti Raymi,1,Estadounidense,110,2.7,0,3.8,91.53,Tour organizado
183,2019,6,Junio,Sillustani,Baja,Inti Raymi,1,Europeo,131,2.7,0,4.2,96.02,Transporte propio
184,2019,6,Junio,Sillustani,Baja,Inti Raymi,1,Asiático,57,2.7,0,4.1,92.43,Tour organizado
185,2019,6,Junio,Sillustani,Baja,Inti Raymi,1,Latinoamericano,69,2.7,0,3.6,75.63,Transporte público
186,2019,6,Junio,Sillustani,Baja,Inti Raymi,1,Otro,36,2.7,0,3.5,97.73,Transporte propio
187,2019,6,Junio,Islas Uros,Baja,Inti Raymi,1,Peruano,498,2.7,0,3.9,51.92,Tour organizado
188,2019,6,Junio,Islas Uros,Baja,Inti Raymi,1,Estadounidense,370,2.7,0,3.6,103.23,Lancha turística
189,2019,6,Junio,Islas Uros,Baja,Inti Raymi,1,Europeo,555,2.7,0,3.9,123.08,Lancha turística
190,2019,6,Junio,Islas Uros,Baja,Inti Raymi,1,Asiático,154,2.7,0,4.1,112.06,Tour organizado
191,2019,6,Junio,Islas Uros,Baja,Inti Raymi,1,Latinoamericano,163,2.7,0,4.1,67.04,Lancha turística
192,2019,6,Junio,Islas Uros,Baja,Inti Raymi,1,Otro,84,2.7,0,4.3,61.45,Lancha turística
193,2019,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Peruano,252,2.7,0,4.4,39.38,Tour organizado
194,2019,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Estadounidense,177,2.7,0,4.3,154.58,Lancha turística
195,2019,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Europeo,240,2.7,0,3.6,89.58,Tour organizado
196,2019,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Asiático,98,2.7,0,4.4,115.75,Lancha turística
197,2019,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Latinoamericano,108,2.7,0,4.4,58.76,Tour organizado
198,2019,6,Junio,Isla Taquile,Baja,Inti Raymi,1,Otro,44,2.7,0,3.5,90.85,Tour organizado
199,2019,6,Junio,Cutimbo,Baja,Inti Raymi,1,Peruano,139,2.7,0,4.1,43.56,Transporte público
200,2019,6,Junio,Cutimbo,Baja,Inti Raymi,1,Estadounidense,26,2.7,0,3.8,123.13,Transporte público
201,2019,6,Junio,Cutimbo,Baja,Inti Raymi,1,Europeo,42,2.7,0,4.1,141.73,Transporte propio
202,2019,6,Junio,Cutimbo,Baja,Inti Raymi,1,Asiático,12,2.7,0,3.4,110.71,Tour organizado
203,2019,6,Junio,Cutimbo,Baja,Inti Raymi,1,Latinoamericano,17,2.7,0,3.7,81.12,Transporte público
204,2019,6,Junio,Cutimbo,Baja,Inti Raymi,1,Otro,11,2.7,0,3.9,95.4,Transporte propio
205,2019,6,Junio,Pukara,Baja,Inti Raymi,1,Peruano,139,2.7,0,3.7,47.43,Tour organizado
206,2019,6,Junio,Pukara,Baja,Inti Raymi,1,Estadounidense,42,2.7,0,3.6,121.87,Transporte público
207,2019,6,Junio,Pukara,Baja,Inti Raymi,1,Europeo,37,2.7,0,3.3,134.48,Transporte propio
208,2019,6,Junio,Pukara,Baja,Inti Raymi,1,Asiático,12,2.7,0,4.0,81.61,Transporte público
209,2019,6,Junio,Pukara,Baja,Inti Raymi,1,Latinoamericano,26,2.7,0,4.1,78.74,Transporte público
210,2019,6,Junio,Pukara,Baja,Inti Raymi,1,Otro,18,2.7,0,3.8,98.6,Transporte público
211,2019,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Peruano,58,2.7,0,3.3,48.54,Transporte propio
212,2019,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Estadounidense,18,2.7,0,3.9,115.25,Tour organizado
213,2019,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Europeo,21,2.7,0,3.9,83.63,Transporte propio
214,2019,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Asiático,7,2.7,0,4.1,69.12,Tour organizado
215,2019,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Latinoamericano,9,2.7,0,3.6,51.18,Transporte público
216,2019,6,Junio,Aramu Muru,Baja,Inti Raymi,1,Otro,6,2.7,0,4.0,64.16,Tour organizado
217,2019,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Peruano,613,1.3,0,3.9,37.77,Tour organizado
218,2019,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Estadounidense,310,1.3,0,4.0,148.72,Transporte propio
219,2019,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Europeo,448,1.3,0,4.0,87.43,Transporte propio
220,2019,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Asiático,165,1.3,0,4.3,83.55,Transporte propio
221,2019,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Latinoamericano,226,1.3,0,3.8,57.28,Transporte propio
222,2019,7,Julio,Sillustani,Alta,Fiestas Patrias,1,Otro,100,1.3,0,3.4,74.31,Tour organizado
223,2019,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Peruano,1909,1.3,0,3.6,57.9,Tour organizado
224,2019,7,Julio,Islas Uros,Alta,Fiestas Patrias,1,Estadounidense,1018,1.3,0,3.3,146.28,Tour organizado
